block_group_id,census_value,state_county_tract_id,total_tract_population,population_ratio
360550077002,767.0,36-055-007700,2626.0,29.21
360550077003,813.0,36-055-007700,2626.0,30.96
360550078011,1833.0,36-055-007801,2467.0,74.3
360550078012,634.0,36-055-007801,2467.0,25.7
360550078021,769.0,36-055-007802,1576.0,48.79
360550078022,807.0,36-055-007802,1576.0,51.21
360550079001,1312.0,36-055-007900,1869.0,70.2
360550079002,557.0,36-055-007900,1869.0,29.8
360550080001,683.0,36-055-008000,2024.0,33.75
360550080002,1341.0,36-055-008000,2024.0,66.25
360550081001,1820.0,36-055-008100,4768.0,38.17
360550081002,2948.0,36-055-008100,4768.0,61.83
360550082001,816.0,36-055-008200,3052.0,26.74
360550082002,978.0,36-055-008200,3052.0,32.04
360550082003,1258.0,36-055-008200,3052.0,41.22
360550083011,2462.0,36-055-008301,4750.0,51.83
360550083012,2288.0,36-055-008301,4750.0,48.17
360550084001,1121.0,36-055-008400,3045.0,36.81
360550084002,911.0,36-055-008400,3045.0,29.92
360550084003,1013.0,36-055-008400,3045.0,33.27
360550085001,1208.0,36-055-008500,3457.0,34.94
360550085002,967.0,36-055-008500,3457.0,27.97
360550085003,1282.0,36-055-008500,3457.0,37.08
360550086001,1278.0,36-055-008600,4291.0,29.78
360550086002,852.0,36-055-008600,4291.0,19.86
360550086003,2161.0,36-055-008600,4291.0,50.36
360550087021,1472.0,36-055-008702,1472.0,100.0
360550088011,1896.0,36-055-008801,6372.0,29.76
360550088012,855.0,36-055-008801,6372.0,13.42
360550088013,871.0,36-055-008801,6372.0,13.67
360550088014,2750.0,36-055-008801,6372.0,43.16
360550092001,481.0,36-055-009200,1070.0,44.95
360550092002,589.0,36-055-009200,1070.0,55.05
360550093011,921.0,36-055-009301,2119.0,43.46
360550093012,684.0,36-055-009301,2119.0,32.28
360550093013,514.0,36-055-009301,2119.0,24.26
360550093021,2116.0,36-055-009302,2116.0,100.0
360550094011,537.0,36-055-009401,2096.0,25.62
360550094012,1559.0,36-055-009401,2096.0,74.38
360550094021,1600.0,36-055-009402,1600.0,100.0
360550094031,987.0,36-055-009403,987.0,100.0
360550094041,295.0,36-055-009404,295.0,100.0
360550095001,1055.0,36-055-009500,3279.0,32.17
360550095002,1186.0,36-055-009500,3279.0,36.17
360550095003,1038.0,36-055-009500,3279.0,31.66
360550096011,660.0,36-055-009601,1628.0,40.54
360550096012,968.0,36-055-009601,1628.0,59.46
360550096021,877.0,36-055-009602,1628.0,53.87
360550096022,751.0,36-055-009602,1628.0,46.13
360550096051,1244.0,36-055-009605,3053.0,40.75
360550096052,1809.0,36-055-009605,3053.0,59.25
360550101001,1632.0,36-055-010100,3498.0,46.66
360550101002,681.0,36-055-010100,3498.0,19.47
360550101003,1185.0,36-055-010100,3498.0,33.88
360550102001,1033.0,36-055-010200,4026.0,25.66
360550102002,1059.0,36-055-010200,4026.0,26.3
360550102003,1122.0,36-055-010200,4026.0,27.87
360550102004,812.0,36-055-010200,4026.0,20.17
360550103001,2065.0,36-055-010300,3990.0,51.75
360550103002,1925.0,36-055-010300,3990.0,48.25
360550104001,2686.0,36-055-010400,5243.0,51.23
360550104002,2557.0,36-055-010400,5243.0,48.77
360550105001,1832.0,36-055-010500,4462.0,41.06
360550105002,609.0,36-055-010500,4462.0,13.65
360550105003,1221.0,36-055-010500,4462.0,27.36
360550105004,800.0,36-055-010500,4462.0,17.93
360550106011,822.0,36-055-010601,2777.0,29.6
360550106012,721.0,36-055-010601,2777.0,25.96
360550106013,496.0,36-055-010601,2777.0,17.86
360550106014,738.0,36-055-010601,2777.0,26.58
360550106021,987.0,36-055-010602,3981.0,24.79
360550106022,1536.0,36-055-010602,3981.0,38.58
360550106023,1458.0,36-055-010602,3981.0,36.62
360550107001,1167.0,36-055-010700,3390.0,34.42
360550107002,748.0,36-055-010700,3390.0,22.06
360550107003,1475.0,36-055-010700,3390.0,43.51
360550108001,563.0,36-055-010800,3137.0,17.95
360550108002,910.0,36-055-010800,3137.0,29.01
360550108003,1037.0,36-055-010800,3137.0,33.06
360550108004,627.0,36-055-010800,3137.0,19.99
360550109011,1216.0,36-055-010901,4132.0,29.43
360550109012,1490.0,36-055-010901,4132.0,36.06
360550109013,1426.0,36-055-010901,4132.0,34.51
360550109021,566.0,36-055-010902,3516.0,16.1
360550109022,512.0,36-055-010902,3516.0,14.56
360550109023,1546.0,36-055-010902,3516.0,43.97
360550109024,892.0,36-055-010902,3516.0,25.37
360550110001,1010.0,36-055-011000,4774.0,21.16
360550110002,801.0,36-055-011000,4774.0,16.78
360550110003,1468.0,36-055-011000,4774.0,30.75
360550110004,1495.0,36-055-011000,4774.0,31.32
360550111001,1516.0,36-055-011100,4582.0,33.09
360550111002,3066.0,36-055-011100,4582.0,66.91
360550112011,1360.0,36-055-011201,3623.0,37.54
360550112012,846.0,36-055-011201,3623.0,23.35
360550112013,1417.0,36-055-011201,3623.0,39.11
360550112031,476.0,36-055-011203,2007.0,23.72
360550112032,1531.0,36-055-011203,2007.0,76.28
360550112051,1154.0,36-055-011205,5500.0,20.98
360550112052,1441.0,36-055-011205,5500.0,26.2
360550112053,2905.0,36-055-011205,5500.0,52.82
360550112071,760.0,36-055-011207,4939.0,15.39
360550112072,1682.0,36-055-011207,4939.0,34.06
360550112073,1145.0,36-055-011207,4939.0,23.18
360550112074,1352.0,36-055-011207,4939.0,27.37
360550112091,764.0,36-055-011209,4492.0,17.01
360550112092,1424.0,36-055-011209,4492.0,31.7
360550112093,939.0,36-055-011209,4492.0,20.9
360550112094,1365.0,36-055-011209,4492.0,30.39
360550112101,572.0,36-055-011210,817.0,70.01
360550112102,0.0,36-055-011210,817.0,0.0
360550112103,245.0,36-055-011210,817.0,29.99
360550113021,864.0,36-055-011302,5865.0,14.73
360550113022,1078.0,36-055-011302,5865.0,18.38
360550113023,2382.0,36-055-011302,5865.0,40.61
360550113024,1541.0,36-055-011302,5865.0,26.27
360550113031,865.0,36-055-011303,2687.0,32.19
360550113032,1822.0,36-055-011303,2687.0,67.81
360550113041,2020.0,36-055-011304,4612.0,43.8
360550113042,2021.0,36-055-011304,4612.0,43.82
360550113043,571.0,36-055-011304,4612.0,12.38
360550114011,1209.0,36-055-011401,3521.0,34.34
360550114012,115.0,36-055-011401,3521.0,3.27
360550114013,2197.0,36-055-011401,3521.0,62.4
360550114021,1278.0,36-055-011402,4001.0,31.94
360550114022,2723.0,36-055-011402,4001.0,68.06
360550114031,2453.0,36-055-011403,3069.0,79.93
360550114032,616.0,36-055-011403,3069.0,20.07
360550115031,1922.0,36-055-011503,5498.0,34.96
360550115032,1176.0,36-055-011503,5498.0,21.39
360550115033,2400.0,36-055-011503,5498.0,43.65
360550115041,2717.0,36-055-011504,7839.0,34.66
360550115042,3102.0,36-055-011504,7839.0,39.57
360550115043,2020.0,36-055-011504,7839.0,25.77
360550115051,581.0,36-055-011505,5782.0,10.05
360550115052,1123.0,36-055-011505,5782.0,19.42
360550115053,1982.0,36-055-011505,5782.0,34.28
360550115054,2096.0,36-055-011505,5782.0,36.25
360550115061,2328.0,36-055-011506,3919.0,59.4
360550115062,1591.0,36-055-011506,3919.0,40.6
360550115071,1088.0,36-055-011507,4497.0,24.19
360550115072,3409.0,36-055-011507,4497.0,75.81
360550116011,641.0,36-055-011601,5469.0,11.72
360550116012,1714.0,36-055-011601,5469.0,31.34
360550116013,1075.0,36-055-011601,5469.0,19.66
360550116014,2039.0,36-055-011601,5469.0,37.28
360550116031,1199.0,36-055-011603,1199.0,100.0
360550116041,1234.0,36-055-011604,2699.0,45.72
360550116042,1465.0,36-055-011604,2699.0,54.28
360550116051,583.0,36-055-011605,2172.0,26.84
360550116052,1589.0,36-055-011605,2172.0,73.16
360550117051,1582.0,36-055-011705,2191.0,72.2
360550117052,609.0,36-055-011705,2191.0,27.8
360550117071,2271.0,36-055-011707,6866.0,33.08
360550117072,2992.0,36-055-011707,6866.0,43.58
360550117073,1603.0,36-055-011707,6866.0,23.35
360550117081,600.0,36-055-011708,3612.0,16.61
360550117082,753.0,36-055-011708,3612.0,20.85
360550117083,2259.0,36-055-011708,3612.0,62.54
360550117091,2971.0,36-055-011709,2971.0,100.0
360550117101,1237.0,36-055-011710,6875.0,17.99
360550117102,1174.0,36-055-011710,6875.0,17.08
360550117103,1048.0,36-055-011710,6875.0,15.24
360550117104,3416.0,36-055-011710,6875.0,49.69
360550117111,1200.0,36-055-011711,1821.0,65.9
360550117112,621.0,36-055-011711,1821.0,34.1
360550117121,1440.0,36-055-011712,5343.0,26.95
360550117122,1095.0,36-055-011712,5343.0,20.49
360550117123,2048.0,36-055-011712,5343.0,38.33
360550117124,760.0,36-055-011712,5343.0,14.22
360550118001,1769.0,36-055-011800,5487.0,32.24
360550118002,1128.0,36-055-011800,5487.0,20.56
360550118003,1360.0,36-055-011800,5487.0,24.79
360550118004,1230.0,36-055-011800,5487.0,22.42
360550119011,1269.0,36-055-011901,5977.0,21.23
360550119012,730.0,36-055-011901,5977.0,12.21
360550119013,1044.0,36-055-011901,5977.0,17.47
360550119014,2327.0,36-055-011901,5977.0,38.93
360550119015,607.0,36-055-011901,5977.0,10.16
360550119031,2082.0,36-055-011903,2082.0,100.0
360550119041,1143.0,36-055-011904,4153.0,27.52
360550119042,683.0,36-055-011904,4153.0,16.45
360550119043,2327.0,36-055-011904,4153.0,56.03
360550120001,994.0,36-055-012000,2623.0,37.9
360550120002,1629.0,36-055-012000,2623.0,62.1
360550121001,2551.0,36-055-012100,3725.0,68.48
360550121002,1174.0,36-055-012100,3725.0,31.52
360550122011,846.0,36-055-012201,6105.0,13.86
360550122012,1177.0,36-055-012201,6105.0,19.28
360550122013,562.0,36-055-012201,6105.0,9.21
360550122014,2305.0,36-055-012201,6105.0,37.76
360550122015,1215.0,36-055-012201,6105.0,19.9
360550122021,1330.0,36-055-012202,3722.0,35.73
360550122022,1282.0,36-055-012202,3722.0,34.44
360550122023,1110.0,36-055-012202,3722.0,29.82
360550123011,831.0,36-055-012301,5990.0,13.87
360550123012,829.0,36-055-012301,5990.0,13.84
360550123013,1885.0,36-055-012301,5990.0,31.47
360550123014,1584.0,36-055-012301,5990.0,26.44
360550123015,861.0,36-055-012301,5990.0,14.37
360550123041,1432.0,36-055-012304,4425.0,32.36
360550123042,2103.0,36-055-012304,4425.0,47.53
360550123043,890.0,36-055-012304,4425.0,20.11
360550123051,2290.0,36-055-012305,4245.0,53.95
360550123052,1955.0,36-055-012305,4245.0,46.05
360550123071,2147.0,36-055-012307,2147.0,100.0
360550123081,2450.0,36-055-012308,3730.0,65.68
360550123082,1280.0,36-055-012308,3730.0,34.32
360550124011,1855.0,36-055-012401,3115.0,59.55
360550124012,1260.0,36-055-012401,3115.0,40.45
360550124021,2077.0,36-055-012402,6011.0,34.55
360550124022,1267.0,36-055-012402,6011.0,21.08
360550124023,2667.0,36-055-012402,6011.0,44.37
360550125001,1506.0,36-055-012500,4312.0,34.93
360550125002,1480.0,36-055-012500,4312.0,34.32
360550125003,1326.0,36-055-012500,4312.0,30.75
360550126001,507.0,36-055-012600,4662.0,10.88
360550126002,1556.0,36-055-012600,4662.0,33.38
360550126003,920.0,36-055-012600,4662.0,19.73
360550126004,1679.0,36-055-012600,4662.0,36.01
360550127001,1080.0,36-055-012700,3815.0,28.31
360550127002,1533.0,36-055-012700,3815.0,40.18
360550127003,1202.0,36-055-012700,3815.0,31.51
360550128001,1634.0,36-055-012800,4583.0,35.65
360550128002,1826.0,36-055-012800,4583.0,39.84
360550128003,1123.0,36-055-012800,4583.0,24.5
360550129001,1566.0,36-055-012900,5368.0,29.17
360550129002,1180.0,36-055-012900,5368.0,21.98
360550129003,1351.0,36-055-012900,5368.0,25.17
360550129004,1271.0,36-055-012900,5368.0,23.68
360550130031,1472.0,36-055-013003,1472.0,100.0
360550130041,1841.0,36-055-013004,5285.0,34.83
360550130042,1091.0,36-055-013004,5285.0,20.64
360550130043,889.0,36-055-013004,5285.0,16.82
360550130044,1464.0,36-055-013004,5285.0,27.7
360550130051,956.0,36-055-013005,5136.0,18.61
360550130052,1607.0,36-055-013005,5136.0,31.29
360550130053,1658.0,36-055-013005,5136.0,32.28
360550130054,915.0,36-055-013005,5136.0,17.82
360550130061,1600.0,36-055-013006,2353.0,68.0
360550130062,753.0,36-055-013006,2353.0,32.0
360550131011,1397.0,36-055-013101,7153.0,19.53
360550131012,1294.0,36-055-013101,7153.0,18.09
360550131013,693.0,36-055-013101,7153.0,9.69
360550131014,813.0,36-055-013101,7153.0,11.37
360550131015,1596.0,36-055-013101,7153.0,22.31
360550131016,1360.0,36-055-013101,7153.0,19.01
360550131031,1344.0,36-055-013103,7013.0,19.16
360550131032,4640.0,36-055-013103,7013.0,66.16
360550131033,1029.0,36-055-013103,7013.0,14.67
360550131041,768.0,36-055-013104,4253.0,18.06
360550131042,1253.0,36-055-013104,4253.0,29.46
360550131043,2232.0,36-055-013104,4253.0,52.48
360550132031,1050.0,36-055-013203,6207.0,16.92
360550132032,1538.0,36-055-013203,6207.0,24.78
360550132033,2000.0,36-055-013203,6207.0,32.22
360550132034,1619.0,36-055-013203,6207.0,26.08
360550132051,942.0,36-055-013205,5342.0,17.63
360550132052,2468.0,36-055-013205,5342.0,46.2
360550132053,1932.0,36-055-013205,5342.0,36.17
360550132061,2952.0,36-055-013206,7344.0,40.2
360550132062,2080.0,36-055-013206,7344.0,28.32
360550132063,2312.0,36-055-013206,7344.0,31.48
360550132071,1670.0,36-055-013207,6572.0,25.41
360550132072,2669.0,36-055-013207,6572.0,40.61
360550132073,2233.0,36-055-013207,6572.0,33.98
360550132081,1421.0,36-055-013208,2443.0,58.17
360550132082,0.0,36-055-013208,2443.0,0.0
360550132083,1022.0,36-055-013208,2443.0,41.83
360550133001,1346.0,36-055-013300,3491.0,38.56
360550133002,959.0,36-055-013300,3491.0,27.47
360550133003,1186.0,36-055-013300,3491.0,33.97
360550134011,1740.0,36-055-013401,3879.0,44.86
360550134012,1416.0,36-055-013401,3879.0,36.5
360550134013,723.0,36-055-013401,3879.0,18.64
360550134021,289.0,36-055-013402,3418.0,8.46
360550134022,1206.0,36-055-013402,3418.0,35.28
360550134023,1923.0,36-055-013402,3418.0,56.26
360550135031,958.0,36-055-013503,5582.0,17.16
360550135032,1847.0,36-055-013503,5582.0,33.09
360550135033,2777.0,36-055-013503,5582.0,49.75
360550135051,1693.0,36-055-013505,3829.0,44.22
360550135052,1153.0,36-055-013505,3829.0,30.11
360550135053,983.0,36-055-013505,3829.0,25.67
360550135071,3244.0,36-055-013507,6271.0,51.73
360550135072,998.0,36-055-013507,6271.0,15.91
360550135073,2029.0,36-055-013507,6271.0,32.36
360550135081,1707.0,36-055-013508,4023.0,42.43
360550135082,2316.0,36-055-013508,4023.0,57.57
360550135091,1185.0,36-055-013509,2631.0,45.04
360550135092,1446.0,36-055-013509,2631.0,54.96
360550135101,1503.0,36-055-013510,3506.0,42.87
360550135102,2003.0,36-055-013510,3506.0,57.13
360550135111,2367.0,36-055-013511,2367.0,100.0
360550136011,1200.0,36-055-013601,4101.0,29.26
360550136012,880.0,36-055-013601,4101.0,21.46
360550136013,2021.0,36-055-013601,4101.0,49.28
360550136031,947.0,36-055-013603,5157.0,18.36
360550136032,2180.0,36-055-013603,5157.0,42.27
360550136033,2030.0,36-055-013603,5157.0,39.36
360550136041,2222.0,36-055-013604,6178.0,35.97
360550136042,2483.0,36-055-013604,6178.0,40.19
360550136043,1473.0,36-055-013604,6178.0,23.84
360550137011,1423.0,36-055-013701,2119.0,67.15
360550137012,696.0,36-055-013701,2119.0,32.85
360550137021,693.0,36-055-013702,3885.0,17.84
360550137022,1489.0,36-055-013702,3885.0,38.33
360550137023,1703.0,36-055-013702,3885.0,43.84
360550138001,701.0,36-055-013800,5847.0,11.99
360550138002,1336.0,36-055-013800,5847.0,22.85
360550138003,995.0,36-055-013800,5847.0,17.02
360550138004,1669.0,36-055-013800,5847.0,28.54
360550138005,1146.0,36-055-013800,5847.0,19.6
360550139011,1122.0,36-055-013901,4061.0,27.63
360550139012,1114.0,36-055-013901,4061.0,27.43
360550139013,1825.0,36-055-013901,4061.0,44.94
360550139021,1439.0,36-055-013902,4367.0,32.95
360550139022,1846.0,36-055-013902,4367.0,42.27
360550139023,1082.0,36-055-013902,4367.0,24.78
360550140011,945.0,36-055-014001,4991.0,18.93
360550140012,2232.0,36-055-014001,4991.0,44.72
360550140013,954.0,36-055-014001,4991.0,19.11
360550140014,860.0,36-055-014001,4991.0,17.23
360550140031,1358.0,36-055-014003,4731.0,28.7
360550140032,748.0,36-055-014003,4731.0,15.81
360550140033,1423.0,36-055-014003,4731.0,30.08
360550140034,1202.0,36-055-014003,4731.0,25.41
360550140041,1708.0,36-055-014004,4050.0,42.17
360550140042,810.0,36-055-014004,4050.0,20.0
360550140043,1532.0,36-055-014004,4050.0,37.83
360550141021,618.0,36-055-014102,3602.0,17.16
360550141022,1237.0,36-055-014102,3602.0,34.34
360550141023,0.0,36-055-014102,3602.0,0.0
360550141024,1747.0,36-055-014102,3602.0,48.5
360550141031,1931.0,36-055-014103,4442.0,43.47
360550141032,2511.0,36-055-014103,4442.0,56.53
360550141041,1123.0,36-055-014104,3802.0,29.54
360550141042,1672.0,36-055-014104,3802.0,43.98
360550141043,451.0,36-055-014104,3802.0,11.86
360550141044,556.0,36-055-014104,3802.0,14.62
360550142021,2776.0,36-055-014202,7075.0,39.24
360550142022,0.0,36-055-014202,7075.0,0.0
360550142023,1657.0,36-055-014202,7075.0,23.42
360550142024,1257.0,36-055-014202,7075.0,17.77
360550142025,793.0,36-055-014202,7075.0,11.21
360550142026,592.0,36-055-014202,7075.0,8.37
360550142041,1327.0,36-055-014204,2289.0,57.97
360550142042,962.0,36-055-014204,2289.0,42.03
360550142051,1334.0,36-055-014205,3095.0,43.1
360550142052,1761.0,36-055-014205,3095.0,56.9
360550142061,1633.0,36-055-014206,3639.0,44.87
360550142062,1094.0,36-055-014206,3639.0,30.06
360550142063,912.0,36-055-014206,3639.0,25.06
360550143011,1220.0,36-055-014301,2760.0,44.2
360550143012,1540.0,36-055-014301,2760.0,55.8
360550143021,515.0,36-055-014302,5220.0,9.87
360550143022,1023.0,36-055-014302,5220.0,19.6
360550143023,1612.0,36-055-014302,5220.0,30.88
360550143024,2070.0,36-055-014302,5220.0,39.66
360550144001,703.0,36-055-014400,5047.0,13.93
360550144002,2459.0,36-055-014400,5047.0,48.72
360550144003,1206.0,36-055-014400,5047.0,23.9
360550144004,679.0,36-055-014400,5047.0,13.45
360550145011,2019.0,36-055-014501,5010.0,40.3
360550145012,2991.0,36-055-014501,5010.0,59.7
360550145031,976.0,36-055-014503,3249.0,30.04
360550145032,1743.0,36-055-014503,3249.0,53.65
360550145033,530.0,36-055-014503,3249.0,16.31
360550145041,2175.0,36-055-014504,5676.0,38.32
360550145042,953.0,36-055-014504,5676.0,16.79
360550145043,895.0,36-055-014504,5676.0,15.77
360550145044,1653.0,36-055-014504,5676.0,29.12
360550145051,1863.0,36-055-014505,4488.0,41.51
360550145052,1718.0,36-055-014505,4488.0,38.28
360550145053,907.0,36-055-014505,4488.0,20.21
360550146011,1935.0,36-055-014601,5516.0,35.08
360550146012,1430.0,36-055-014601,5516.0,25.92
360550146013,1673.0,36-055-014601,5516.0,30.33
360550146014,478.0,36-055-014601,5516.0,8.67
360550146021,1476.0,36-055-014602,5158.0,28.62
360550146022,1669.0,36-055-014602,5158.0,32.36
360550146023,2013.0,36-055-014602,5158.0,39.03
360550147001,1485.0,36-055-014700,4887.0,30.39
360550147002,1038.0,36-055-014700,4887.0,21.24
360550147003,697.0,36-055-014700,4887.0,14.26
360550147004,743.0,36-055-014700,4887.0,15.2
360550147005,924.0,36-055-014700,4887.0,18.91
360550148021,2635.0,36-055-014802,5625.0,46.84
360550148022,1865.0,36-055-014802,5625.0,33.16
360550148023,1125.0,36-055-014802,5625.0,20.0
360550148031,836.0,36-055-014803,3725.0,22.44
360550148032,1156.0,36-055-014803,3725.0,31.03
360550148033,1733.0,36-055-014803,3725.0,46.52
360550148051,1166.0,36-055-014805,3397.0,34.32
360550148052,2231.0,36-055-014805,3397.0,65.68
360550148061,1639.0,36-055-014806,3427.0,47.83
360550148062,1788.0,36-055-014806,3427.0,52.17
360550149011,1376.0,36-055-014901,5683.0,24.21
360550149012,629.0,36-055-014901,5683.0,11.07
360550149013,2268.0,36-055-014901,5683.0,39.91
360550149014,1410.0,36-055-014901,5683.0,24.81
360550149031,1275.0,36-055-014903,5750.0,22.17
360550149032,2484.0,36-055-014903,5750.0,43.2
360550149033,879.0,36-055-014903,5750.0,15.29
360550149034,1112.0,36-055-014903,5750.0,19.34
360550149051,1298.0,36-055-014905,5360.0,24.22
360550149052,1723.0,36-055-014905,5360.0,32.15
360550149053,2339.0,36-055-014905,5360.0,43.64
360550149061,1577.0,36-055-014906,3488.0,45.21
360550149062,1041.0,36-055-014906,3488.0,29.85
360550149063,870.0,36-055-014906,3488.0,24.94
360550150001,1649.0,36-055-015000,5599.0,29.45
360550150002,661.0,36-055-015000,5599.0,11.81
360550150003,1803.0,36-055-015000,5599.0,32.2
360550150004,724.0,36-055-015000,5599.0,12.93
360550150005,762.0,36-055-015000,5599.0,13.61
360550151011,3147.0,36-055-015101,4938.0,63.73
360550151012,1791.0,36-055-015101,4938.0,36.27
360550151021,1535.0,36-055-015102,3832.0,40.06
360550151022,1034.0,36-055-015102,3832.0,26.98
360550151023,1263.0,36-055-015102,3832.0,32.96
360550152001,2155.0,36-055-015200,6872.0,31.36
360550152002,1096.0,36-055-015200,6872.0,15.95
360550152003,1520.0,36-055-015200,6872.0,22.12
360550152004,2101.0,36-055-015200,6872.0,30.57
360550153011,2621.0,36-055-015301,2621.0,100.0
360550153031,1958.0,36-055-015303,3087.0,63.43
360550153032,1129.0,36-055-015303,3087.0,36.57
360550153041,1454.0,36-055-015304,3393.0,42.85
360550153042,847.0,36-055-015304,3393.0,24.96
360550153043,1092.0,36-055-015304,3393.0,32.18
360550154001,893.0,36-055-015400,4206.0,21.23
360550154002,1512.0,36-055-015400,4206.0,35.95
360550154003,760.0,36-055-015400,4206.0,18.07
360550154004,1041.0,36-055-015400,4206.0,24.75
360559801001,18.0,36-055-980100,18.0,100.0
360559802001,21.0,36-055-980200,21.0,100.0
360570702001,435.0,36-057-070200,2030.0,21.43
360570702002,871.0,36-057-070200,2030.0,42.91
360570702003,724.0,36-057-070200,2030.0,35.67
360570703001,853.0,36-057-070300,2069.0,41.23
360570703002,1216.0,36-057-070300,2069.0,58.77
360570704001,647.0,36-057-070400,2291.0,28.24
360570704002,1644.0,36-057-070400,2291.0,71.76
360570705001,1361.0,36-057-070500,2495.0,54.55
360570705002,1134.0,36-057-070500,2495.0,45.45
360570706001,1069.0,36-057-070600,2386.0,44.8
360570706002,1317.0,36-057-070600,2386.0,55.2
360570707001,1092.0,36-057-070700,2530.0,43.16
360570707002,1438.0,36-057-070700,2530.0,56.84
360570708001,1321.0,36-057-070800,3027.0,43.64
360570708002,1706.0,36-057-070800,3027.0,56.36
360570709001,1390.0,36-057-070900,1390.0,100.0
360570721001,1257.0,36-057-072100,5493.0,22.88
360570721002,1872.0,36-057-072100,5493.0,34.08
360570721003,795.0,36-057-072100,5493.0,14.47
360570721004,1569.0,36-057-072100,5493.0,28.56
360570722001,903.0,36-057-072200,3607.0,25.03
360570722002,785.0,36-057-072200,3607.0,21.76
360570722003,1020.0,36-057-072200,3607.0,28.28
360570722004,899.0,36-057-072200,3607.0,24.92
360570723001,1376.0,36-057-072300,3195.0,43.07
360570723002,1819.0,36-057-072300,3195.0,56.93
360570724001,1000.0,36-057-072400,2582.0,38.73
360570724002,1582.0,36-057-072400,2582.0,61.27
360570725001,1034.0,36-057-072500,4213.0,24.54
360570725002,806.0,36-057-072500,4213.0,19.13
360570725003,945.0,36-057-072500,4213.0,22.43
360570725004,1428.0,36-057-072500,4213.0,33.9
360570726001,1273.0,36-057-072600,3682.0,34.57
360570726002,1228.0,36-057-072600,3682.0,33.35
360570726003,1181.0,36-057-072600,3682.0,32.07
360570727001,989.0,36-057-072700,4521.0,21.88
360570727002,1171.0,36-057-072700,4521.0,25.9
360570727003,1385.0,36-057-072700,4521.0,30.63
360570727004,976.0,36-057-072700,4521.0,21.59
360570728001,1101.0,36-057-072800,4028.0,27.33
360570728002,1150.0,36-057-072800,4028.0,28.55
360570728003,682.0,36-057-072800,4028.0,16.93
360570728004,1095.0,36-057-072800,4028.0,27.18
360593001001,1329.0,36-059-300100,5493.0,24.19
360593001002,1165.0,36-059-300100,5493.0,21.21
360593001003,1074.0,36-059-300100,5493.0,19.55
360593001004,1925.0,36-059-300100,5493.0,35.04
360593003001,1770.0,36-059-300300,4349.0,40.7
360593003002,983.0,36-059-300300,4349.0,22.6
360593003003,862.0,36-059-300300,4349.0,19.82
360593003004,734.0,36-059-300300,4349.0,16.88
360593004001,1564.0,36-059-300400,6685.0,23.4
360593004002,1334.0,36-059-300400,6685.0,19.96
360593004003,1341.0,36-059-300400,6685.0,20.06
360593004004,1153.0,36-059-300400,6685.0,17.25
360593004005,1293.0,36-059-300400,6685.0,19.34
360593005001,1321.0,36-059-300500,6125.0,21.57
360593005002,715.0,36-059-300500,6125.0,11.67
360593005003,843.0,36-059-300500,6125.0,13.76
360593005004,1716.0,36-059-300500,6125.0,28.02
360593005005,1530.0,36-059-300500,6125.0,24.98
360593006001,677.0,36-059-300600,6626.0,10.22
360593006002,1085.0,36-059-300600,6626.0,16.37
360593006003,1079.0,36-059-300600,6626.0,16.28
360593006004,649.0,36-059-300600,6626.0,9.79
360593006005,1710.0,36-059-300600,6626.0,25.81
360593006006,1426.0,36-059-300600,6626.0,21.52
360593007001,1155.0,36-059-300700,6351.0,18.19
360593007002,841.0,36-059-300700,6351.0,13.24
360593007003,1897.0,36-059-300700,6351.0,29.87
360593007004,1152.0,36-059-300700,6351.0,18.14
360593007005,1306.0,36-059-300700,6351.0,20.56
360593008001,950.0,36-059-300800,4125.0,23.03
360593008002,621.0,36-059-300800,4125.0,15.05
360593008003,749.0,36-059-300800,4125.0,18.16
360593008004,1805.0,36-059-300800,4125.0,43.76
360593009011,548.0,36-059-300901,2856.0,19.19
360593009012,941.0,36-059-300901,2856.0,32.95
360593009013,1367.0,36-059-300901,2856.0,47.86
360593009021,2624.0,36-059-300902,5443.0,48.21
360593009022,2819.0,36-059-300902,5443.0,51.79
360593010001,1443.0,36-059-301000,5637.0,25.6
360593010002,1910.0,36-059-301000,5637.0,33.88
360593010003,1495.0,36-059-301000,5637.0,26.52
360593010004,789.0,36-059-301000,5637.0,14.0
360593011011,2923.0,36-059-301101,6923.0,42.22
360593011012,2746.0,36-059-301101,6923.0,39.66
360593011013,1254.0,36-059-301101,6923.0,18.11
360593011021,997.0,36-059-301102,4792.0,20.81
360593011022,2212.0,36-059-301102,4792.0,46.16
360593011023,1583.0,36-059-301102,4792.0,33.03
360593012001,1330.0,36-059-301200,6083.0,21.86
360593012002,1325.0,36-059-301200,6083.0,21.78
360593012003,1050.0,36-059-301200,6083.0,17.26
360593012004,1334.0,36-059-301200,6083.0,21.93
360593012005,1044.0,36-059-301200,6083.0,17.16
360593013001,1858.0,36-059-301300,5150.0,36.08
360593013002,675.0,36-059-301300,5150.0,13.11
360593013003,393.0,36-059-301300,5150.0,7.63
360593013004,1434.0,36-059-301300,5150.0,27.84
360593013005,790.0,36-059-301300,5150.0,15.34
360593014001,1270.0,36-059-301400,2101.0,60.45
360593014002,831.0,36-059-301400,2101.0,39.55
360593015001,685.0,36-059-301500,2882.0,23.77
360593015002,1264.0,36-059-301500,2882.0,43.86
360593015003,933.0,36-059-301500,2882.0,32.37
360593016001,1216.0,36-059-301600,4796.0,25.35
