family_id,earliest_publication_date,distinct_publication_numbers,distinct_country_codes,distinct_cpc_codes,distinct_ipc_codes,citing_families,cited_families
49301566,2015-01-26,LT-6112-B,LT,"C03C17/09,C03C2218/31,C03C23/0025,C23C14/14,C23C14/34,G01N2021/258,G01N2021/651,G01N21/554,G01N21/658","G01J3/00,G01N21/00","",""
49383358,2015-01-22,DE-112013002059-T5,DE,"A61B5/022,A61B5/02233,A61B5/742,A61B5/7475",A61B5/022,"",""
49477566,2015-01-15,KR-20150005948-A,KR,"B82Y30/00,B82Y40/00,C01B32/05,C01B32/174,C07C31/20,C07C31/22,C09D11/00,C09D11/52,D04H1/4242,Y10T428/31786,Y10T428/31993","C01B31/02,C07C31/20,C07C31/22,C09D11/00","",""
49477744,2015-01-12,KR-20150004409-A,KR,"H04W36/0061,H04W36/30,H04W52/0206,H04W52/0245,Y02D30/70","H04W36/30,H04W52/02,H04W72/54","",""
49482489,2015-01-07,CN-104272542-A,CN,"B60R16/0215,H01B13/01236,H01B13/01281,H01B7/0045,H02G3/0487,Y10T428/24612","H01B13/012,H01B7/00,H01B7/24,H02G3/04","",""
49514409,2015-01-21,CN-104303008-A,CN,"F03D17/00,F03D80/00,F03D80/10,G01B7/00,G01B7/003,G01D3/00,G01L1/16,G01L5/0052,Y02E10/72","F03D1/06,F03D11/00,G01B7/00,G01L1/16,G01L5/00","",""
49546521,2015-01-08,CA-2914678-A1,CA,"B07C3/20,B07C7/005",B07C7/00,"",""
49559930,2015-01-07,CN-103396139-B,CN,"","C04B35/66,C04B35/83","",""
49560817,2015-01-14,CN-104278114-A,CN,"C14C11/00,C14C15/00","C14C11/00,C14C15/00","",""
49583000,2015-01-07,CN-104271668-A,CN,"C08G77/448,C08K2003/2241,C08K3/22,C08K7/06,C08K7/14,C08L2203/20,C08L2205/025,C08L2205/03,C08L2205/035,C08L69/00,C08L69/005,C08L83/10","C08K3/22,C08K3/40,C08K7/14,C08L67/03,C08L69/00,C08L83/10","",""
49583778,2015-01-14,CN-104285180-A,CN,"G02F1/13306,G02F1/133514,G02F1/133555,G02F1/133621,G02F1/167,G02F1/1685,G02F1/19","G02F1/167,G02F1/1685","",""
49583956,2015-01-21,CN-104302988-A,CN,"F24S2030/131,F24S2030/136,F24S2030/14,F24S2030/15,F24S25/10,F24S25/50,F24S30/42,F24S30/425,F24S50/20,H01L31/042,H02S20/32,Y02E10/47,Y02E10/50","F24J2/54,F24S50/20,H01L31/042","",""
49688781,2015-01-21,CN-103435027-B,CN,"","B82Y30/00,C01B32/168","",""
49820636,2015-01-21,CN-103479823-B,CN,"","A61K33/22,A61K35/36,A61K35/60,A61K36/888,A61P27/16","",""
50001752,2015-01-13,US-8934926-B1,US,"H04W24/08,H04W4/08,H04W68/02,H04W8/22","H04M3/00,H04W24/08,H04W4/00,H04W68/00,H04W68/02,H04W8/22","",""
50022284,2015-01-15,WO-2015003600-A1,WO,"H01L31/02245,Y02E10/50","H01L31/0224,H01L31/05","",""
50097846,2015-01-27,US-8942708-B2,US,"H04W36/32,H04W36/326,H04W64/00,H04W76/045,H04W76/25","H04W36/00,H04W36/32,H04W76/04","",""
50202647,2015-01-05,JP-2015000386-A,JP,"Y02A40/20,Y02W30/20","B09B3/00,C02F11/02,C05F9/02","",""
50208025,2015-01-21,CN-103626530-B,CN,Y02A40/20,C05F3/06,"",""
50824668,2015-01-13,US-8932956-B2,US,"H01L21/76816,H01L21/76831,H01L21/76877,H01L21/76898,H01L23/3157,H01L23/3192,H01L23/562,H01L2924/0002","H01L21/311,H01L21/768,H01L23/00,H01L23/31","",""
50841792,2015-01-15,AT-514421-B1,AT,"F16K17/192,H01M50/308,H01M50/35,H01M8/04186,H01M8/04276,H01M8/04425,H01M8/04776,H01M8/188,Y02E60/10,Y02E60/50","F16K17/192,H01M2/12","",""
50942110,2015-01-05,JP-2015000765-A,JP,"B67C2003/266,B67C3/2617",B67C3/26,"",""
50990990,2015-01-27,BR-102013013396-A2,BR,"F02D19/06,F02M43/00,F02M53/06,F02M61/145,F02M69/043,Y02T10/30",F02M43/00,"",""
51212668,2015-01-22,DE-102013106935-A1,DE,"B08B9/20,B08B9/423,B65G2201/0244,B65G43/06,B65G47/42",B08B9/42,"",""
51229881,2015-01-29,DE-102013214518-A1,DE,"F28F13/185,F28F2255/20,F28F3/048,H01L23/367,H01L2924/0002","B23K26/60,F02F1/26,F21V29/00,F25J5/00,F28F3/02,H01L23/36,H01L23/367,H01L33/64,H01M10/60,H05K7/20","",""
51622599,2015-01-07,JP-5649151-B1,JP,"A43B13/026,A43B13/181,A43B13/185,A43B13/187","A43B13/42,A43B7/32","",""
51741707,2015-01-29,US-2015027842-A1,US,"F16D13/75,F16D13/755,F16D2023/123,F16D2023/126,F16D25/126,F16D28/00,F16D65/46",F16D13/75,"",""
51902750,2015-01-21,JP-5656038-B2,JP,"",A63F5/04,"",""
52106015,2015-01-08,DE-102013106861-A1,DE,"F16D2023/0631,F16D23/025,F16D47/04","F16D23/04,F16D23/06,F16D23/08","",""
52110081,2015-01-15,JP-2015006145-A,JP,"A01K89/0155,A01K89/033",A01K89/0155,"",""
52116370,2015-01-01,US-2015005949-A1,US,"G05B15/02,G06F1/206,Y02D10/00",G05B15/02,"",""
52126450,2015-01-05,PL-122204-U1,PL,"","F21S2/00,F21Y101/02","",""
52131385,2015-01-22,US-2015023747-A1,US,"B23B2270/34,B23B45/003,B23B47/287,B23B49/00,B23B49/006,B23B49/008,Y10T408/03,Y10T408/55,Y10T408/56245,Y10T408/567","B23B45/00,B23B49/00","",""
52131578,2015-01-21,CN-104295412-A,CN,"F02M25/08,F02M25/0809","F02B77/08,F02M25/07","",""
52133418,2015-01-08,CA-2917001-A1,CA,"G06Q30/0278,G06Q50/16",G06Q50/16,"",""
52133576,2015-01-08,CA-2917242-A1,CA,"G06F21/31,G06F21/41,G06F21/44,H04L43/0876,H04L63/0218,H04L63/0236,H04L63/08,H04L63/0884,H04L63/10,H04L67/02,H04W4/21,H04W88/08","H04W12/06,H04W4/21,H04W48/14,H04W88/02","",""
52139046,2015-01-22,JP-2015013043-A,JP,"","A61F2/32,A61L27/00","",""
52141076,2015-01-16,TW-201502325-A,TW,"C30B25/186,C30B29/403",C30B33/12,"",""
52143778,2015-01-19,JP-2015010223-A,JP,"C08G77/16,C08G77/62,C09D183/16,C09D5/08,C09D5/16,C09D5/1675,C09D7/40,C09D7/65","B32B27/00,B32B27/30,C09D183/04,C09D183/16,C09D4/02,C09D5/16,C09D7/12","",""
52148162,2015-01-07,CN-104256476-A,CN,"A23L13/20,A23L17/40,A23L27/00,A23V2002/00",A23L27/00,"",""
52148374,2015-01-07,CN-104256691-A,CN,"A23L13/20,A23L13/428,A23L13/55,A23L33/10,A23L33/105,A23V2002/00","A23L33/10,A23L33/105","",""
52148606,2015-01-07,CN-104256924-A,CN,"A41D1/00,A41D2500/52,A41D27/10,A41D27/12,A41D31/02","A41D1/00,A41D27/10,A41D31/02","",""
52150584,2015-01-07,CN-104258936-A,CN,"B02C17/10,B02C17/16,B02C17/1815","B02C17/10,B02C17/16,B02C17/18","",""
52150846,2015-01-07,CN-104259201-A,CN,"B21B1/22,B21B2001/225,B21B3/00,B21B37/46,B21B37/48,B21B37/74","B21B1/22,B21B37/46,B21B37/48,B21B37/74","",""
52150967,2015-01-07,CN-104259322-A,CN,"B21D37/10,B21D43/003","B21D37/10,B21D43/00","",""
52151381,2015-01-07,CN-104259737-A,CN,"B23P2700/07,B23P9/02",B23P9/02,"",""
52151778,2015-01-07,CN-104260134-A,CN,"",B26D7/02,"",""
52152200,2015-01-07,CN-104260561-A,CN,"B41J3/407,B41J3/413",B41J3/407,"",""
52152821,2015-01-07,CN-104261190-A,CN,"","B65H49/18,B65H59/40","",""
52152998,2015-01-07,CN-104261368-A,CN,"",C01B25/027,"",""
52154302,2015-01-07,CN-104262702-A,CN,"B29B7/7461,C08K2201/014,C08L2205/035,C08L57/02,C08L61/14,C08L7/00,C08L93/04","B29B7/74,C08K13/02,C08K3/22,C08K5/098,C08K5/3415,C08K5/41,C08L21/00,C08L45/00,C08L45/02,C08L57/02,C08L61/06,C08L61/14,C08L7/00,C08L93/04","",""
52158243,2015-01-07,CN-104266702-A,CN,"","G01F7/00,G01N33/00","",""
52158788,2015-01-07,CN-104267248-A,CN,"",G01R19/155,"",""
52159782,2015-01-07,CN-104268261-A,CN,"G06F16/901,G06F3/14","G06F17/30,G06F3/14","",""
52159799,2015-01-07,CN-104268278-A,CN,G06F8/443,"G06F17/30,G06N3/12","",""
52160276,2015-01-07,CN-104268756-A,CN,"G06Q20/4012,G06Q20/4014","G06Q20/32,G06Q20/40","",""
52160319,2015-01-07,CN-104268799-A,CN,"G06Q10/06395,G06Q50/06",G06Q50/06,"",""
52160760,2015-01-07,CN-104269247-A,CN,"","B01D53/26,H01F27/14","",""
52161410,2015-01-07,CN-104269908-A,CN,"H02J7/0071,H02J7/025,H02J7/027",H02J7/00,"",""
52161742,2015-01-07,CN-104270248-A,CN,"",H04L9/32,"",""
52162408,2015-01-07,CN-104272584-A,CN,"H03F1/0294,H03F2200/204,H03F3/189,H03F3/245","H03F1/02,H03F3/20","",""
52162556,2015-01-07,CN-204069769-U,CN,"",A01D45/00,"",""
52163506,2015-01-07,CN-204070722-U,CN,"","A42B3/30,H04N7/18","",""
52165327,2015-01-07,CN-204072555-U,CN,"","A61G7/00,A61G7/05","",""
52165956,2015-01-07,CN-204073187-U,CN,"","A62C2/00,A62C3/07,A62D5/00","",""
52167590,2015-01-07,CN-204074825-U,CN,"",B21C51/00,"",""
52167615,2015-01-07,CN-204074850-U,CN,"",B21D7/08,"",""
52167893,2015-01-07,CN-204075128-U,CN,"","B22D17/14,B22D17/20","",""
52168078,2015-01-07,CN-204075313-U,CN,"",B23B47/28,"",""
52168274,2015-01-07,CN-204075510-U,CN,"","B23K26/064,B23K26/082","",""
52168525,2015-01-07,CN-204075762-U,CN,"",B23Q3/00,"",""
52169082,2015-01-07,CN-204076321-U,CN,"","B26D1/09,B26D7/26","",""
52169340,2015-01-07,CN-204076581-U,CN,"",B29C33/00,"",""
52169831,2015-01-07,CN-204077075-U,CN,"B41J11/0022,B41J3/4078","B41J11/00,B41J2/01,B41J3/407","",""
52169927,2015-01-07,CN-204077172-U,CN,"",B43L13/02,"",""
52170084,2015-01-07,CN-204077335-U,CN,"","B60H1/00,B60J11/08","",""
52170212,2015-01-07,CN-204077466-U,CN,"","B60P1/02,B60S9/04","",""
52170689,2015-01-07,CN-204077948-U,CN,"","B62K17/00,B62K23/02,B62K23/08","",""
52171270,2015-01-07,CN-204078531-U,CN,"","B65D88/66,B65D88/70,B65G65/48","",""
52171560,2015-01-07,CN-204078821-U,CN,"",B65G47/46,"",""
52174847,2015-01-07,CN-204082116-U,CN,"",E21B43/26,"",""
52174980,2015-01-07,CN-204082251-U,CN,"",F01L13/00,"",""
52179083,2015-01-07,CN-204086382-U,CN,"",G01R19/25,"",""
52179866,2015-01-07,CN-204087178-U,CN,"","G02F1/1333,G06F3/044","",""
52180051,2015-01-07,CN-204087368-U,CN,"","G01C15/10,G07F15/00","",""
52180070,2015-01-07,CN-204087387-U,CN,"",G07G1/12,"",""
52180417,2015-01-07,CN-204087735-U,CN,"",G09F13/16,"",""
52181455,2015-01-07,CN-204088781-U,CN,"",H01R13/66,"",""
52182192,2015-01-07,CN-204089525-U,CN,"","C23C14/56,H02K15/03","",""
52182763,2015-01-07,CN-204090097-U,CN,"","H04R1/08,H04R1/10,H04R3/00","",""
52247811,2015-01-13,US-8934577-B1,US,"H04L25/06,H04L25/063,H04L27/0008,H04L27/3809","H04L25/06,H04L27/38","",""
52248735,2015-01-14,CN-104272989-A,CN,A01G9/02,A01G9/02,"",""
52249861,2015-01-14,CN-104274153-A,CN,A61B3/16,A61B3/16,"",""
52250434,2015-01-14,CN-104274773-A,CN,"A61K2236/331,A61K2236/51,A61K33/06,A61K35/65,A61K36/11,A61K36/16,A61K36/185,A61K36/19,A61K36/195,A61K36/232,A61K36/264,A61K36/28,A61K36/315,A61K36/324,A61K36/328,A61K36/34,A61K36/36,A61K36/428,A61K36/48,A61K36/535,A61K36/537,A61K36/538,A61K36/58,A61K36/59,A61K36/704,A61K36/73,A61K36/744,A61K36/748,A61K36/80,A61K36/855,A61K36/87,A61K36/888,A61K36/8962,A61K36/899,A61K36/902,A61K36/9066,A61K9/0053,Y02A50/30","A61K36/9066,A61P1/16,A61P31/12,A61P31/18,A61P35/00,A61P35/02","",""
52250969,2015-01-14,CN-104275350-A,CN,"B21B37/00,B21B37/48,B21B37/74","B21B37/00,B21B37/48,B21B37/74","",""
52252359,2015-01-14,CN-104276954-A,CN,"","C07C209/84,C07C211/09","",""
52254023,2015-01-14,CN-104278718-A,CN,"A47B77/06,A47B96/20,E03C1/182,E06B9/115","A47B77/06,A47B96/20,E03C1/182,E06B9/11","",""
52254601,2015-01-14,CN-104279430-A,CN,"","F21L4/00,F21V23/06","",""
52255004,2015-01-14,CN-104279868-A,CN,"",F27B14/10,"",""
52255543,2015-01-14,CN-104280455-A,CN,"","G01N29/04,G01N29/44","",""
52255864,2015-01-19,KR-20150006794-A,KR,"G02B5/3058,G02B5/3075,G02F1/133528,G02F1/133548",G02B5/30,"",""
52256667,2015-01-29,JP-2015018552-A,JP,"G06F12/1441,G06F12/1491,G06F21/52,G06F21/60,G06F21/71,G06F9/3861","G06F12/14,G06F21/71,G06F9/30,G06F9/38","",""
52257889,2015-01-14,CN-104283279-A,CN,"H02J7/0042,H04W4/80",H02J7/00,"",""
52258167,2015-01-14,CN-104283648-A,CN,H04L1/1607,H04L1/16,"",""
52258209,2015-01-14,CN-104283700-A,CN,"","G06F9/455,H04L12/24,H04L12/26,H04L29/08","",""
52258850,2015-01-14,CN-104284516-A,CN,"","H05K1/18,H05K5/02,H05K7/20","",""
52259485,2015-01-14,CN-204091006-U,CN,"","A24F19/00,B65D43/16,B65D81/36","",""
52259597,2015-01-14,CN-204091119-U,CN,"","A43B13/26,A43B5/00","",""
52260124,2015-01-14,CN-204091649-U,CN,"","A47J19/02,A47J19/06","",""
52260609,2015-01-14,CN-204092136-U,CN,"","A61B17/28,A61B17/56","",""
52261128,2015-01-14,CN-204092655-U,CN,"",A61M1/00,"",""
52261803,2015-01-14,CN-204093332-U,CN,"","B01F3/04,B01F5/20","",""
52262158,2015-01-14,CN-204093688-U,CN,"",B05C13/02,"",""
52262556,2015-01-14,CN-204094086-U,CN,"","B22D11/10,B22D41/00","",""
52262657,2015-01-14,CN-204094188-U,CN,"",B23B47/00,"",""
52263294,2015-01-14,CN-204094829-U,CN,"","B26D1/12,B26D3/26,B26D5/08","",""
52263841,2015-01-14,CN-204095380-U,CN,"",B44B3/00,"",""
52263934,2015-01-14,CN-204095476-U,CN,"","B60J10/50,B60J10/76","",""
52264579,2015-01-14,CN-204096133-U,CN,"","B65B35/40,B65B35/44,B65B35/50,B65B59/00,B65B63/02","",""
52264812,2015-01-14,CN-204096367-U,CN,"",B65D85/816,"",""
52266490,2015-01-14,CN-204098047-U,CN,"",E02D17/20,"",""
52266711,2015-01-14,CN-204098269-U,CN,"",E04B1/98,"",""
52267736,2015-01-14,CN-204099304-U,CN,"","F15B11/00,F15B13/02","",""
52267785,2015-01-14,CN-204099353-U,CN,"","B60Q1/56,F16B2/00","",""
52268621,2015-01-14,CN-204100196-U,CN,"","F21V29/00,F21V31/00,F21W131/402","",""
52269439,2015-01-14,CN-204101020-U,CN,"",G01B21/02,"",""
52270659,2015-01-14,CN-204102249-U,CN,"",G07F17/00,"",""
52271733,2015-01-14,CN-204103332-U,CN,"","H02B11/02,H02B11/173","",""
52271822,2015-01-14,CN-204103421-U,CN,"",H02G9/02,"",""
52271834,2015-01-14,CN-204103433-U,CN,"",H02G15/10,"",""
52277581,2015-01-15,CA-2917438-A1,CA,"A01N25/18,A23B4/20,A23B7/154,A23L3/3463,B29C41/003,B29K2029/04,B29K2105/0011,B29L2007/008,B65B55/04","A01N25/10,A01N3/00,A23B7/14","",""
52280325,2015-01-21,KR-20150008011-A,KR,"A61K38/00,A61K47/50,C07K14/72,C07K16/46,C07K19/00,C07K2319/30,C12N15/09","A61K47/48,C07K16/46,C07K19/00","",""
52295075,2015-01-05,JP-2015000169-A,JP,"","A61L9/00,A61L9/20,B01J21/06,B01J35/00,G02B6/00,G02B6/02,G02B6/032","",""
52299811,2015-01-08,JP-2015003528-A,JP,Y02T30/00,"B60L50/15,B60L9/04,B61C7/04","",""
52300117,2015-01-08,JP-2015003952-A,JP,"","C08F10/02,C08F4/656,C08F4/6592","",""
52300142,2015-01-08,JP-2015003980-A,JP,"","C08K3/00,C08K7/00,C08K7/16,C08L101/00","",""
52304638,2015-01-19,JP-2015011526-A,JP,"","G06T7/00,G06T7/20","",""
52305032,2015-01-19,JP-2015012111-A,JP,"","H01C7/00,H01L23/12,H05K3/34,H05K3/46","",""
52305292,2015-01-19,JP-2015012525-A,JP,"","H04M1/00,H04M1/715,H04M11/00,H04N1/00","",""
52306818,2015-01-21,CN-104286648-A,CN,"A23L33/00,A23L7/10,A23V2002/00","A23L19/00,A23L33/00,A23L7/10","",""
52308420,2015-01-21,CN-104288308-A,CN,"A61K31/19,A61K35/63,A61K36/11,A61K36/185,A61K36/236,A61K36/282,A61K36/324,A61K36/328,A61K36/47,A61K36/48,A61K36/714,A61K36/716,A61K36/754,A61K36/758,A61K36/888,A61K9/0014,A61K9/06,A61K9/14","A61K35/64,A61K36/758,A61K36/888,A61P19/08","",""
52309087,2015-01-21,CN-104288995-A,CN,"",A63H1/00,"",""
52309132,2015-01-21,CN-104289042-A,CN,"","B01D39/16,B32B27/06,B32B27/12,D04H1/728","",""
52309971,2015-01-21,CN-104289898-A,CN,B23P21/008,B23P19/027,"",""
52310562,2015-01-21,CN-104290509-A,CN,B43M99/00,B43M99/00,"",""
52310783,2015-01-21,CN-104290767-A,CN,B61D35/005,B61D35/00,"",""
52312070,2015-01-21,CN-104292077-A,CN,"C07C37/20,C07C37/685,C07C37/70,C07C37/84","C07C37/20,C07C39/16","",""
52313562,2015-01-21,CN-104293602-A,CN,C12G3/04,C12G3/04,"",""
52313728,2015-01-21,CN-104293773-A,CN,"",C12N15/10,"",""
52314013,2015-01-21,CN-104294067-A,CN,"","C22C1/02,C22C1/06","",""
52314274,2015-01-21,CN-104294332-A,CN,C25D5/44,C25D5/44,"",""
52314369,2015-01-21,CN-104294429-A,CN,"D01H13/108,D02G3/36","D01H13/10,D02G3/36","",""
52314952,2015-01-21,CN-104295028-A,CN,"","E04F13/075,F16L59/02,F16L59/065,F16L59/08","",""
52315429,2015-01-21,CN-104295558-A,CN,"F15B15/16,F15B15/20,F15B15/22,F15B15/28,F16J15/06,F16J15/16","F15B15/16,F15B15/20,F15B15/22,F15B15/28,F16J15/06,F16J15/16","",""
52316791,2015-01-21,CN-104296964-A,CN,"","G01L1/24,G01M11/00","",""
52317103,2015-01-21,CN-104297282-A,CN,"",G01N25/00,"",""
52319063,2015-01-21,CN-104299346-A,CN,G08B13/00,G08B13/00,"",""
52319881,2015-01-21,CN-104300244-A,CN,"H01R11/14,H02G1/04","H01R11/14,H02G1/02","",""
52321054,2015-01-21,CN-104301495-A,CN,"","H04M1/663,H04M3/436","",""
52322107,2015-01-21,CN-204104729-U,CN,"",A23L29/30,"",""
52322533,2015-01-21,CN-204105159-U,CN,"",A45D8/14,"",""
52322546,2015-01-21,CN-204105172-U,CN,"",A45D33/18,"",""
52322588,2015-01-21,CN-204105215-U,CN,"","A47B1/04,A47B13/00,A47B13/08","",""
52323060,2015-01-21,CN-204105690-U,CN,"","A47J27/00,A47J36/00,A47J36/24","",""
52323336,2015-01-21,CN-204105966-U,CN,"",A61B5/022,"",""
52323684,2015-01-21,CN-204106317-U,CN,"",A61F9/00,"",""
52324195,2015-01-21,CN-204106830-U,CN,"","A61F9/00,A61M35/00","",""
52325517,2015-01-21,CN-204108158-U,CN,"",B21D39/08,"",""
52327255,2015-01-21,CN-204109908-U,CN,"",B60R5/04,"",""
52327379,2015-01-21,CN-204110033-U,CN,"","B61C17/00,B61C3/00","",""
52329287,2015-01-21,CN-204111954-U,CN,"","D01D13/02,D01D5/088","",""
52330616,2015-01-21,CN-204113292-U,CN,"","B01D36/04,E21D9/06","",""
52330772,2015-01-21,CN-204113453-U,CN,"",F02B63/04,"",""
52330777,2015-01-21,CN-204113459-U,CN,"","F02B33/02,F02B75/32,F02D15/00","",""
52330971,2015-01-21,CN-204113655-U,CN,"",F04C27/00,"",""
52331054,2015-01-21,CN-204113740-U,CN,"",F04D29/40,"",""
52332736,2015-01-21,CN-204115435-U,CN,"","F26B17/20,F26B21/00,F26B25/00","",""
52333267,2015-01-21,CN-204115969-U,CN,"",G01M3/02,"",""
52335578,2015-01-21,CN-204118296-U,CN,"","H01R11/26,H01R4/24","",""
52335631,2015-01-21,CN-204118350-U,CN,"","H01R12/57,H01R13/02,H01R13/50","",""
52335639,2015-01-21,CN-204118358-U,CN,"","H01R13/502,H01R31/02,H01R31/06","",""
52336178,2015-01-21,CN-204118899-U,CN,"",H02K5/00,"",""
52343018,2015-01-22,CA-2918662-A1,CA,"G05F1/46,G06F1/3203,G06F1/3287,G08B17/10,G08B17/117,G08B21/18,G08B25/08,G08B25/10,H02J1/06,H02M1/008,H03K2217/0036,Y02D10/00,Y02P80/10","G08B17/10,G08B21/14,H04W52/02,H04W80/02","",""
52343800,2015-01-22,US-2015024179-A1,US,"B29C2045/14844,B29C2045/14852,B29C2045/14918,B29C31/008,B29C44/1271,B29C45/14065,B29C45/14434,B29C45/14688,B29C45/14836,Y10T428/24926",B29C31/00,"",""
52343802,2015-01-22,US-2015024186-A1,US,"D01D5/04,D01D5/08,D01D5/18,D01F1/10,D01F6/665,D01F6/74,D01F6/765,D01F6/84,D04H3/005,D04H3/009,D04H3/016,D04H3/03,D04H5/02,D10B2331/06,D10B2505/04,D10B2509/00","D01D5/08,D04H3/005,D04H3/016,D04H5/02","",""
52344603,2015-01-22,US-2015026491-A1,US,"G06F1/32,G06F1/3209,G06F1/3287,H04L12/12,Y02D10/00,Y02D30/50","G06F1/32,H04L12/12","",""
52359429,2015-01-28,CN-104303988-A,CN,"","A01H1/02,A01H1/04","",""
52360959,2015-01-28,CN-104305525-A,CN,A24B15/16,A24F47/00,"",""
52361401,2015-01-28,CN-104305975-A,CN,"A61B5/0059,A61B5/0205,A61B5/11,A61B5/1455","A61B5/0205,A61B5/11,A61B5/1455","",""
52362427,2015-01-28,CN-104307027-A,CN,"","A61L15/28,A61L15/42,A61L15/44","",""
52363161,2015-01-28,CN-104307771-A,CN,"",B07C5/36,"",""
52363189,2015-01-28,CN-104307800-A,CN,"B08B5/02,B08B5/04","B08B5/02,B08B5/04","",""
52363704,2015-01-28,CN-104308318-A,CN,B23K3/0338,B23K3/03,"",""
52364654,2015-01-28,CN-104309279-A,CN,"",B41F15/08,"",""
52365137,2015-01-28,CN-104309771-A,CN,"",B63B29/04,"",""
52365719,2015-01-28,CN-104310365-A,CN,Y02P20/10,C01B25/41,"",""
52365790,2015-01-28,CN-104310436-A,CN,Y02P20/10,C01D5/02,"",""
52366779,2015-01-28,CN-104311430-A,CN,"","C07C209/50,C07C211/27","",""
52367134,2015-01-28,CN-104311807-A,CN,"","C03C25/32,C08G63/52,C08G63/78,C08J5/08","",""
52367541,2015-01-28,CN-104312216-A,CN,"","C09C1/62,D06P1/00","",""
52369160,2015-01-28,CN-104313859-A,CN,"D06F75/16,D06F79/00","D06F75/14,D06F79/00","",""
52370640,2015-01-28,CN-104315365-A,CN,"","F21L4/08,F21V21/06,F21V23/00,F21Y101/02","",""
52372008,2015-01-28,CN-104316755-A,CN,"",G01R19/22,"",""
52372164,2015-01-28,CN-104316911-A,CN,G01S7/40,G01S7/40,"",""
52373629,2015-01-28,CN-104318401-A,CN,"G06Q10/063,G06Q50/06","G06Q10/06,G06Q50/06","",""
52374570,2015-01-28,CN-104319365-A,CN,"H01M4/1391,H01M4/366,H01M4/485,Y02E60/10","H01M4/131,H01M4/1391","",""
52375143,2015-01-28,CN-104319944-A,CN,"","H02K3/24,H02K9/06","",""
52375144,2015-01-28,CN-104319945-A,CN,"H02K5/10,H02K5/20,H02K5/24,H02K9/06","H02K5/10,H02K5/20,H02K5/24,H02K9/06","",""
52375165,2015-01-28,CN-104319966-A,CN,H02K21/22,"H02K13/00,H02K16/00","",""
52377506,2015-01-28,CN-204121111-U,CN,"","A61B17/28,A61B17/56","",""
52377560,2015-01-28,CN-204121166-U,CN,"","A61B18/14,A61M1/00","",""
52377863,2015-01-28,CN-204121472-U,CN,"",A61M1/00,"",""
52378301,2015-01-28,CN-204121911-U,CN,"",B01D47/04,"",""
52378305,2015-01-28,CN-204121915-U,CN,"",B01D47/06,"",""
52379318,2015-01-28,CN-204122929-U,CN,"",B23K26/067,"",""
52379356,2015-01-28,CN-204122967-U,CN,"",B23K37/02,"",""
52379891,2015-01-28,CN-204123504-U,CN,"",B28B3/22,"",""
52380314,2015-01-28,CN-204123928-U,CN,Y02T10/88,B60H1/24,"",""
52380444,2015-01-28,CN-204124060-U,CN,"","B60R11/00,B60R5/00","",""
52381989,2015-01-28,CN-204125618-U,CN,"",D01H7/60,"",""
52382099,2015-01-28,CN-204125728-U,CN,"",D06B1/02,"",""
52382772,2015-01-28,CN-204126405-U,CN,"","E05B15/00,E05B15/10,E05B47/06,E05B63/04,E05B63/14","",""
52386399,2015-01-28,CN-204130066-U,CN,"",G09B25/02,"",""
52386514,2015-01-28,CN-204130182-U,CN,"",G11C7/10,"",""
52386990,2015-01-28,CN-204130666-U,CN,"",H01P1/20,"",""
52387041,2015-01-28,CN-204130718-U,CN,"",H01R4/66,"",""
52387104,2015-01-28,CN-204130781-U,CN,"","H01R13/40,H01R13/514","",""
52387552,2015-01-28,CN-204131231-U,CN,"Y02E60/00,Y04S40/126",H02J13/00,"",""
52391376,2015-01-29,US-2015032742-A1,US,"G06F16/95,G06F17/30861,H04L67/303,H04L67/63",G06F17/30,"",""
52394758,2015-01-20,CA-157356-S,CA,"","","",""
52435361,2015-01-22,JP-2015013079-A,JP,"",A63F7/02,"",""
52437414,2015-01-21,JP-5657079-B1,JP,"G06F11/1048,G11C2029/1208,G11C29/42,G11C29/44,G11C29/4401","G06F12/16,G11C16/04,G11C16/06,G11C29/00,G11C29/42","",""
52437871,2015-01-29,JP-2015016252-A,JP,"",A63F7/02,"",""
52438115,2015-01-29,JP-2015016614-A,JP,"","B32B7/06,B32B9/02,B82Y40/00,B82Y5/00","",""
52439390,2015-01-29,JP-2015018468-A,JP,"","G06F13/00,G06F21/62,H04L12/46,H04L12/66","",""
52474554,2015-01-23,KR-101484145-B1,KR,"G06Q10/08,H04L43/04,H04L47/365","G06Q50/10,H04L12/24,H04L12/26","",""
52475552,2015-01-07,KR-20150002032-A,KR,"G09F9/301,G09G3/3208,H10K59/10,H10K59/131","G09G3/30,H01L51/52","",""
52476017,2015-01-08,KR-20150003049-A,KR,"B63B2021/501,B63B2035/4453,B63B21/50,B63B2209/18,B63B35/44,H02S20/00,Y02E10/50","B63B21/00,B63B35/00,H01L31/042","",""
52481709,2015-01-27,KR-20150009642-A,KR,"G06F2203/0331,G06F2203/0384,G06F3/03543",G06F3/033,"",""
52492755,2015-01-15,CO-7160006-A1,CO,"","B60H1/00,B61D27/00","",""
52572208,2015-01-23,KR-20150008710-A,KR,"G09G2300/046,G09G2320/0626,G09G2320/0666,G09G3/3275,G09G5/06",G09G3/32,"",""
52572355,2015-01-26,KR-20150009017-A,KR,"G06F3/00,H04B1/40","G06F3/00,H04B1/40","",""
